activityId,intermediateOutcomeId,activityText,outputPhrase,reviewStatus
ACT_EC7A66C9E8,PW_032_IO_01,Grain contribution/withdrawal system,supported through grain contribution/withdrawal system,REVIEW
ACT_5AAA14A6A2,PW_032_IO_01,Crop storage techniques & pest management,supported through crop storage techniques & pest management,REVIEW
ACT_EFAF48C790,PW_032_IO_01,Transparent grain bank committees with women/youth representation,supported through transparent grain bank committees with women/youth representation,REVIEW
ACT_8721B86E06,PW_032_IO_02,"Distribute fast-growing seeds (cowpeas, amaranth)","provided through fast-growing seeds (cowpeas, amaranth)",REVIEW
ACT_A600EC4C9E,PW_032_IO_02,Training on staggered planting/harvests,trained in staggered planting/harvests,REVIEW
ACT_A86F74C042,PW_032_IO_02,Food-for-work during hunger months,supported through food-for-work during hunger months,REVIEW
ACT_8DC5BECC81,PW_032_IO_02,Crop & livestock diversification,supported through crop & livestock diversification,REVIEW
ACT_F8CBEDAC81,PW_032_IO_02,"Promote preservation of perishable foods (solar dryers, dried vegetables)","reached through promotion of preservation of perishable foods (solar dryers, dried vegetables)",REVIEW
ACT_FAF191FF2D,PW_032_IO_03,Contingency planning workshops,supported through contingency planning workshops,REVIEW
ACT_A29AE77B55,PW_032_IO_03,Food basket/voucher support for most vulnerable,supported through food basket/voucher support for most vulnerable,REVIEW
ACT_9B9C212F31,PW_032_IO_03,Establish community early warning systems for food shortages,established for community early warning systems for food shortages,REVIEW
ACT_EED1454425,PW_032_IO_04,Establish and strengthen grain banks and safe household food storage,established for and strengthen grain banks and safe household food storage,REVIEW
ACT_7B16F84F56,PW_032_IO_04,promote lean-season food planning,reached through promotion of lean-season food planning,REVIEW
ACT_CFDF198A8F,PW_032_IO_04,support food preservation and diversified production.,supported through food preservation and diversified production,REVIEW
ACT_28985CE570,PW_032_IO_05,Strengthen household food storage,strengthened through household food storage,REVIEW
ACT_03039E8D98,PW_032_IO_05,Strengthen income diversification,strengthened through income diversification,REVIEW
ACT_AF02920964,PW_032_IO_05,Strengthen food access planning,strengthened through food access planning,REVIEW
ACT_8DFE73F2B1,PW_032_IO_05,Strengthen early-warning/contingency mechanisms,strengthened through early-warning/contingency mechanisms,REVIEW
ACT_7F32E3F23E,PW_033_IO_01,"Community demonstrations/pilot projects (solar irrigation, dryers, biogas)","supported through community demonstrations/pilot projects (solar irrigation, dryers, biogas)",REVIEW
ACT_803F6799C9,PW_033_IO_01,Farmer field days,supported through farmer field days,REVIEW
ACT_9923ADB669,PW_033_IO_01,Training farmers in use/maintenance,supported through training farmers in use/maintenance,REVIEW
ACT_83C7F2F18D,PW_033_IO_01,Train youth & women as technicians/entrepreneurs,trained in youth & women as technicians/entrepreneurs,REVIEW
ACT_3922FBB748,PW_033_IO_01,Support women with solar-powered tools,supported through women with solar-powered tools,REVIEW
ACT_AFC74EC33A,PW_033_IO_01,"Ensure access to solar lanterns, pumps, cold storage","supported through ensure access to solar lanterns, pumps, cold storage",REVIEW
ACT_5BED594E89,PW_033_IO_01,Promote energy-efficient cookstoves,reached through promotion of energy-efficient cookstoves,REVIEW
ACT_75185C2251,PW_033_IO_01,Link to carbon credit/health initiatives,linked through to carbon credit/health initiatives,REVIEW
ACT_171AFB1CB8,PW_033_IO_01,Explore small-scale hydro/wind systems,supported through explore small-scale hydro/wind systems,REVIEW
ACT_555065CEEE,PW_033_IO_01,Partner with solar companies on PAYG models,engaged through solar companies on PAYG models,REVIEW
ACT_7A7D6E46BB,PW_033_IO_01,Introduce subsidies and grants for startup kits,reached through introduction of subsidies and grants for startup kits,REVIEW
ACT_D04DB73739,PW_033_IO_01,Integrate renewable energy into VSLA portfolios,supported through integrate renewable energy into VSLA portfolios,REVIEW
ACT_77B60955CE,PW_033_IO_01,Help farmers access carbon markets/green labels,supported through help farmers access carbon markets/green labels,REVIEW
ACT_B0B6110FDA,PW_033_IO_01,Form farmer groups for collective investment/management,established for farmer groups for collective investment/management,REVIEW
ACT_6FF9BDB2AC,PW_033_IO_01,"Collaborate with energy companies, NGOs, and governments","engaged through energy companies, NGOs, and governments",REVIEW
ACT_217F1C2786,PW_034_IO_01,"Disseminate localized weather forecasts via SMS, radio, or community meetings.","recieve localized weather forecasts via SMS, radio, or community meetings.",USER_REVIEWED
ACT_25692C3F3A,PW_034_IO_01,Train farmers to interpret and act on seasonal forecasts and early warnings.,trained in farmers to interpret and act on seasonal forecasts and early warnings,REVIEW
ACT_945B06195B,PW_034_IO_01,Establish community climate risk calendars to plan farming activities.,established for community climate risk calendars to plan farming activities,REVIEW
ACT_B7EDB8D103,PW_034_IO_01,Promote drought-tolerant and early maturing crop varieties.,reached through promotion of drought-tolerant and early maturing crop varieties,REVIEW
ACT_39ED882E4E,PW_034_IO_01,"Train on conservation agriculture: minimal tillage, mulching, and crop rotation.","trained in on conservation agriculture: minimal tillage, mulching, and crop rotation",REVIEW
ACT_DF3A4F33DF,PW_034_IO_01,Encourage agroforestry and soil moisture conservation techniques like zai pits and contour bunds.,reached through promotion of agroforestry and soil moisture conservation techniques like zai pits and contour bunds,REVIEW
ACT_6DD1C2AACF,PW_034_IO_01,Support livestock diversification and improved fodder systems.,supported through livestock diversification and improved fodder systems,REVIEW
ACT_8DD597BD66,PW_034_IO_01,"Promote rainwater harvesting, small-scale irrigation, and water-efficient technologies.","reached through promotion of rainwater harvesting, small-scale irrigation, and water-efficient technologies",REVIEW
ACT_4904E2DBF9,PW_034_IO_01,Protect and restore watersheds and wetlands.,supported through protect and restore watersheds and wetlands,REVIEW
ACT_7BB8FEC1B4,PW_034_IO_01,Train communities in water budgeting and planning.,trained in communities in water budgeting and planning,REVIEW
ACT_DF55072A44,PW_034_IO_01,Facilitate access to weather-indexed crop and livestock insurance.,supported through access to weather-indexed crop and livestock insurance,REVIEW
ACT_982D5D0999,PW_034_IO_02,Link farmers to climate finance opportunities and green microcredit.,linked through farmers to climate finance opportunities and green microcredit,REVIEW
ACT_0C0529F343,PW_034_IO_02,Conduct vulnerability and capacity assessments with communities.,reached through vulnerability and capacity assessments with communities,REVIEW
ACT_CEE3C03DAB,PW_034_IO_02,Develop community adaptation plans that integrate local knowledge and priorities.,developed through community adaptation plans that integrate local knowledge and priorities,REVIEW
ACT_D3BA042536,PW_034_IO_02,Establish farmer field schools focused on climate risk management.,established for farmer field schools focused on climate risk management,REVIEW
ACT_9A499F88EF,PW_034_IO_02,Train extension workers and peer farmers on climate risk reduction strategies.,trained in extension workers and peer farmers on climate risk reduction strategies,REVIEW
ACT_72A6C55003,PW_034_IO_02,"Use peer learning, exchange visits, and demonstration plots.","supported through use peer learning, exchange visits, and demonstration plots",REVIEW
ACT_7D77D97221,PW_034_IO_02,Integrate indigenous knowledge with scientific approaches.,supported through integrate indigenous knowledge with scientific approaches,REVIEW
ACT_E74C69CE4B,PW_034_IO_02,Collaborate with local governments to integrate climate risk into development plans.,engaged through local governments to integrate climate risk into development plans,REVIEW
ACT_5C0F3CC832,PW_034_IO_02,Support multi-stakeholder platforms for coordinated climate action.,supported through multi-stakeholder platforms for coordinated climate action,REVIEW
ACT_7BAC1501B4,PW_034_IO_03,Promote climate-smart agriculture,reached through promotion of climate-smart agriculture,REVIEW
ACT_C64736B842,PW_034_IO_03,Promote crop diversification,reached through promotion of crop diversification,REVIEW
ACT_C7E29133F5,PW_034_IO_03,Promote drought-tolerant varieties,reached through promotion of drought-tolerant varieties,REVIEW
ACT_118641AF6B,PW_034_IO_03,Promote improved livestock housing,reached through promotion of improved livestock housing,REVIEW
ACT_9F5CF0A4E4,PW_034_IO_03,Promote fodder systems,reached through promotion of fodder systems,REVIEW
ACT_A31EA9C5E0,PW_034_IO_03,Promote water-efficient production practices,reached through promotion of water-efficient production practices,REVIEW
ACT_DFCE86E6D5,PW_034_IO_04,Support contingency planning,supported through contingency planning,REVIEW
ACT_D25441C11A,PW_034_IO_04,Support climate-resilient production,supported through climate-resilient production,REVIEW
ACT_FC445A98AC,PW_034_IO_04,Support savings mechanisms,supported through savings mechanisms,REVIEW
ACT_95E2B2FAA8,PW_034_IO_04,Support emergency seed/feed access,supported through emergency seed/feed access,REVIEW
ACT_5033B6B0D3,PW_034_IO_04,Support post-shock recovery,supported through post-shock recovery,REVIEW
ACT_4287708A7F,PW_035_IO_01,Strengthen links with meteorological services,strengthened through links with meteorological services,REVIEW
ACT_A84804AD1F,PW_035_IO_01,Strengthen links with extension agents,strengthened through links with extension agents,REVIEW
ACT_D273154395,PW_035_IO_01,Strengthen local radio/SMS climate-information channels,strengthened through local radio/SMS climate-information channels,REVIEW
ACT_4AFFB1CBE0,PW_035_IO_01,Strengthen community early-warning systems,strengthened through community early-warning systems,REVIEW
ACT_D0F0AF50F1,PW_035_IO_02,Translate advisories into local languages and practical recommendations,supported through translate advisories into local languages and practical recommendations,REVIEW
ACT_08EFAD3465,PW_035_IO_02,use community facilitators to interpret forecasts and advisories.,supported through use community facilitators to interpret forecasts and advisories,REVIEW
ACT_5EAAC6EAD6,PW_035_IO_03,Support planning sessions on planting dates based on forecasts,supported through planning sessions on planting dates based on forecasts,REVIEW
ACT_8ECD06C090,PW_035_IO_03,Support planning sessions on crop choice based on forecasts,supported through planning sessions on crop choice based on forecasts,REVIEW
ACT_8FC87D5812,PW_035_IO_03,Support planning sessions on livestock movement/feed based on forecasts,supported through planning sessions on livestock movement/feed based on forecasts,REVIEW
ACT_E17CF193A0,PW_035_IO_03,Support planning sessions on water use based on forecasts,supported through planning sessions on water use based on forecasts,REVIEW
ACT_E9E46CB7B7,PW_035_IO_03,Support planning sessions on livelihood diversification based on forecasts,supported through planning sessions on livelihood diversification based on forecasts,REVIEW
ACT_A70B14924A,PW_036_IO_01,Facilitate participatory risk mapping,supported through participatory risk mapping,REVIEW
ACT_F0B86B9884,PW_036_IO_01,Facilitate contingency planning,supported through contingency planning,REVIEW
ACT_7D09FBA55C,PW_036_IO_01,Facilitate hazard calendars,supported through hazard calendars,REVIEW
ACT_009E839D66,PW_036_IO_01,Facilitate community preparedness planning,supported through community preparedness planning,REVIEW
ACT_267484F2C7,PW_036_IO_02,Conduct simulation exercises,reached through simulation exercises,REVIEW
ACT_E5D4059C33,PW_036_IO_02,Conduct early-warning drills,reached through early-warning drills,REVIEW
ACT_BB0E380AE3,PW_036_IO_02,Conduct contingency review meetings,reached through contingency review meetings,REVIEW
ACT_BED9BA30B3,PW_036_IO_02,Conduct seasonal preparedness checks,reached through seasonal preparedness checks,REVIEW
ACT_704F67AE14,PW_036_IO_03,Support household preparedness planning,supported through household preparedness planning,REVIEW
ACT_B9F10CD082,PW_036_IO_03,Support emergency savings,supported through emergency savings,REVIEW
ACT_6708D6CD5B,PW_036_IO_03,Support food storage,supported through food storage,REVIEW
ACT_F2C07CA58A,PW_036_IO_03,Support livestock feed planning,supported through livestock feed planning,REVIEW
ACT_E685272AE8,PW_036_IO_03,Support asset-protection measures,supported through asset-protection measures,REVIEW
ACT_EC8D8CC1D3,PW_036_IO_04,Support linkages to local government,supported through linkages to local government,REVIEW
ACT_87D77CCDE5,PW_036_IO_04,Support linkages to community committees,supported through linkages to community committees,REVIEW
ACT_F89BEA5DF5,PW_036_IO_04,Support linkages to early-warning channels,supported through linkages to early-warning channels,REVIEW
ACT_7C1CC5FD7F,PW_036_IO_04,Support linkages to response coordination structures,supported through linkages to response coordination structures,REVIEW
ACT_DD077A0526,PW_037_IO_01,"Promote low-cost, eco-friendly latrines (e.g., VIP latrines, composting toilets).","reached through promotion of low-cost, eco-friendly latrines (e.g., VIP latrines, composting toilets)",REVIEW
ACT_EB714A0781,PW_037_IO_01,Facilitate triggering sessions to eliminate open defecation.,supported through triggering sessions to eliminate open defecation,REVIEW
ACT_337172BFBD,PW_037_IO_01,Support follow-up and recognition of Open Defecation Free (ODF) villages.,supported through follow-up and recognition of Open Defecation Free (ODF) villages,REVIEW
ACT_B3A41906E5,PW_037_IO_01,Promote composting of organic waste for farming.,reached through promotion of composting of organic waste for farming,REVIEW
ACT_F94125D797,PW_037_IO_01,Introduce simple waste segregation and disposal methods.,reached through introduction of simple waste segregation and disposal methods,REVIEW
ACT_94607B84AF,PW_037_IO_01,Install tippy taps near latrines and kitchens.,supported through install tippy taps near latrines and kitchens,REVIEW
ACT_95D215626B,PW_037_IO_01,"Promote handwashing with soap at critical times (after toilet use, before eating).","reached through promotion of handwashing with soap at critical times (after toilet use, before eating)",REVIEW
ACT_12A2EFCB8F,PW_037_IO_01,"Use drama, songs, posters, and radio to spread messages.","use drama, songs, posters, and radio to spread messages.",USER_REVIEWED
ACT_A3B59373BF,PW_037_IO_01,"Target schools, women’s groups, and farmer cooperatives.","supported through target schools, women’s groups, and farmer cooperatives",REVIEW
ACT_3DE28FC637,PW_037_IO_01,Provide reusable sanitary pads and hygiene kits.,provided through reusable sanitary pads and hygiene kits,REVIEW
ACT_A07C6B7E59,PW_037_IO_01,Conduct awareness sessions for both women and men.,reached through awareness sessions for both women and men,REVIEW
ACT_53AAFA6C84,PW_037_IO_01,Integrate WASH into school curricula.,supported through integrate WASH into school curricula,REVIEW
ACT_63F6F571FA,PW_037_IO_01,Build latrines and handwashing stations in schools.,provided through latrines and handwashing stations in schools,REVIEW
ACT_768C4E2DD7,PW_037_IO_02,Promote rooftop catchment systems and ground-level tanks.,reached through promotion of rooftop catchment systems and ground-level tanks,REVIEW
ACT_DEE4FFA4B6,PW_037_IO_02,Train farmers on maintenance and safe water storage.,trained in farmers on maintenance and safe water storage,REVIEW
ACT_B806D15E2D,PW_037_IO_02,Fence off springs and wells to prevent contamination.,supported through fence off springs and wells to prevent contamination,REVIEW
ACT_F778952BC0,PW_037_IO_02,Promote community-led watershed management and reforestation.,reached through promotion of community-led watershed management and reforestation,REVIEW
ACT_81DB52D903,PW_037_IO_02,"Demonstrate simple methods like boiling, solar disinfection (SODIS), and chlorination.","reached through demonstration of simple methods like boiling, solar disinfection (SODIS), and chlorination",REVIEW
ACT_82003C5B7A,PW_037_IO_02,Distribute water purification tablets and filters.,provided through water purification tablets and filters,REVIEW
ACT_537A0D7A56,PW_037_IO_02,"Train farmers of farming methods that harvest water i.e Zay pits, road runoff, roof catchment, protection of water sources.","trained in farmers of farming methods that harvest water i.e Zay pits, road runoff, roof catchment, protection of water sources",REVIEW
ACT_0D0DDB0EFC,PW_037_IO_03,Strengthen water committees,strengthened through water committees,REVIEW
ACT_389913B39F,PW_037_IO_03,support maintenance plans and user-fee systems,supported through maintenance plans and user-fee systems,REVIEW
ACT_8017DBA998,PW_037_IO_03,train communities on water-source protection and basic water quality monitoring.,trained in communities on water-source protection and basic water quality monitoring,REVIEW
ACT_7185FD49D6,PW_038_IO_01,Promote mulching,reached through promotion of mulching,REVIEW
ACT_6D4707D515,PW_038_IO_01,Promote water harvesting,reached through promotion of water harvesting,REVIEW
ACT_B7FA17437A,PW_038_IO_01,Promote drip or efficient irrigation,reached through promotion of drip or efficient irrigation,REVIEW
ACT_0DE4CAA97A,PW_038_IO_01,Promote safe water storage,reached through promotion of safe water storage,REVIEW
ACT_0E40CC6182,PW_038_IO_01,Promote water reuse where appropriate,reached through promotion of water reuse where appropriate,REVIEW
ACT_9B7F11EE5E,PW_038_IO_01,Promote household water planning,reached through promotion of household water planning,REVIEW
ACT_1D26B40FF6,PW_038_IO_02,Strengthen water committees,strengthened through water committees,REVIEW
ACT_E47DAAD1A9,PW_038_IO_02,Strengthen water-user rules,strengthened through water-user rules,REVIEW
ACT_8C3AD69DF3,PW_038_IO_02,Strengthen maintenance plans,strengthened through maintenance plans,REVIEW
ACT_E0C77F5CFD,PW_038_IO_02,Strengthen user-fee systems,strengthened through user-fee systems,REVIEW
ACT_F6BB012847,PW_038_IO_02,Strengthen inclusive water governance,strengthened through inclusive water governance,REVIEW
ACT_18834015B3,PW_038_IO_03,Support source protection,supported through source protection,REVIEW
ACT_0E8E68C6F5,PW_038_IO_03,Support watershed restoration,supported through watershed restoration,REVIEW
ACT_4F85657B30,PW_038_IO_03,Support catchment by-laws,supported through catchment by-laws,REVIEW
ACT_E40D172C41,PW_038_IO_03,Support erosion control,supported through erosion control,REVIEW
ACT_72FB173D36,PW_038_IO_03,Support tree planting,supported through tree planting,REVIEW
ACT_C4520F9D79,PW_038_IO_03,Support community monitoring,supported through community monitoring,REVIEW
ACT_134E3AAFEE,PW_038_IO_04,Support drought-season water planning,supported through drought-season water planning,REVIEW
ACT_08E4C44100,PW_038_IO_04,Support water-user agreements,supported through water-user agreements,REVIEW
ACT_55FE6E10C4,PW_038_IO_04,Support maintenance of water points,supported through maintenance of water points,REVIEW
ACT_5F36AF2500,PW_038_IO_04,Support links to local authorities,supported through links to local authorities,REVIEW
ACT_44D4BC42D3,PW_039_IO_01,Engage communities in mapping degraded areas and planning restoration,engaged through communities in mapping degraded areas and planning restoration,REVIEW
ACT_BAA40FDC5D,PW_039_IO_01,Use tools like GIS or simple sketch maps,supported through use tools like GIS or simple sketch maps,REVIEW
ACT_489453CE46,PW_039_IO_01,Facilitate peer learning on natural regeneration techniques,supported through peer learning on natural regeneration techniques,REVIEW
ACT_2C54E939A9,PW_039_IO_01,Integrate indigenous practices and beliefs around land stewardship,supported through integrate indigenous practices and beliefs around land stewardship,REVIEW
ACT_53EC0F7DC3,PW_039_IO_01,Celebrate local champions and success stories,supported through celebrate local champions and success stories,REVIEW
ACT_D63E64B6CA,PW_039_IO_01,"Promote products from regenerated landscapes (e.g., honey, medicinal plants, timber)","reached through promotion of products from regenerated landscapes (e.g., honey, medicinal plants, timber)",REVIEW
ACT_F17476ADA8,PW_039_IO_02,Create regeneration clubs or cooperatives (moved here),established for regeneration clubs or cooperatives (moved here),REVIEW
ACT_A130B48B7E,PW_039_IO_02,"Provide entrepreneurship training linked to restoration (moved here, links economic incentives to governance)","provided through entrepreneurship training linked to restoration (moved here, links economic incentives to governance)",REVIEW
ACT_61D0218FE6,PW_039_IO_02,Partner with NGOs or governments to reward farmers for regeneration efforts (e.g. PES schemes),engaged through nGOs or governments to reward farmers for regeneration efforts (e.g. PES schemes),REVIEW
ACT_42E434BDD0,PW_039_IO_02,"Link to carbon credits or watershed protection schemes (moved here, needs institutional capacity)","linked through to carbon credits or watershed protection schemes (moved here, needs institutional capacity)",REVIEW
ACT_07CB94D87B,PW_039_IO_02,Facilitate access to small loans or grants for restoration activities (moved here),supported through access to small loans or grants for restoration activities (moved here),REVIEW
ACT_E726DAF684,PW_039_IO_02,Establish/strengthen natural resource management committees with clear mandates,supported through establish/strengthen natural resource management committees with clear mandates,REVIEW
ACT_5A91786A6F,PW_039_IO_02,"Train community leaders in bylaw drafting, enforcement, and conflict resolution","trained in community leaders in bylaw drafting, enforcement, and conflict resolution",REVIEW
ACT_235DE71F4A,PW_039_IO_02,Develop joint management agreements with government/local authorities,developed through joint management agreements with government/local authorities,REVIEW
ACT_01C834F95F,PW_039_IO_02,"Ensure women, youth, and marginalized groups hold leadership positions in governance structures",hold leadership positions in governance structures,USER_REVIEWED
ACT_5FBBE86F45,PW_039_IO_03,Support community-led restoration,supported through community-led restoration,REVIEW
ACT_8AE5D5C6E6,PW_039_IO_03,Support agroforestry,supported through agroforestry,REVIEW
ACT_45C8109AF3,PW_039_IO_03,Support watershed protection,supported through watershed protection,REVIEW
ACT_86EC1E789A,PW_039_IO_03,Support rangeland management,supported through rangeland management,REVIEW
ACT_2361D6DD62,PW_039_IO_03,Support by-laws,supported through by-laws,REVIEW
ACT_DE3A895C66,PW_039_IO_03,Support ongoing maintenance plans,supported through ongoing maintenance plans,REVIEW
